Goal;X;Y;C;shot_aerial_won;shot_open_goal;shot_deflected;Distance_(0.365, 10.291];Distance_(10.291, 14.058];Distance_(14.058, 18.305];Distance_(18.305, 23.672];Distance_(23.672, 74.472];Angle_(-0.001, 0.254];Angle_(0.254, 0.317];Angle_(0.317, 0.406];Angle_(0.406, 0.599];Angle_(0.599, 2.795];shot_type_Free Kick;shot_type_Open Play;shot_type_Penalty;shot_body_part_Head;shot_body_part_Left Foot;shot_body_part_Other;shot_body_part_Right Foot
0;5.083.333.333.333.320;41.25;8.75;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;14.416.666.666.666.600;48.625;1.375;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;7.25;36.875;13.125;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
0;7.583.333.333.333.320;36.25;13.75;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
1;12.75;4.349.999.999.999.990;6.500.000.000.000.000;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;5.833.333.333.333.320;57.625;7.625;1.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;1.716.666.666.666.660;62.0;12.0;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1
1;6.5;40.75;9.25;0.0;0.0;0.0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;5.666.666.666.666.670;60.0;10.0;0.0;0.0;0.0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;10.25;56.625;6.625;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
1;6.25;63.375;13.375;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
0;27.5;51.125;1.125;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;2.766.666.666.666.660;64.125;14.125;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;1.633.333.333.333.330;63.25;13.25;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0
0;2.216.666.666.666.660;61.0;11.0;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
0;6.75;4.099.999.999.999.990;9.000.000.000.000.000;0.0;0.0;0.0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;7.916.666.666.666.670;65.875;15.875;0.0;0.0;0.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0
0;5.416.666.666.666.670;57.875;7.875;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;9.666.666.666.666.670;54.875;4.875;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;17.25;38.625;11.375;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0
0;9.75;25.25;24.75;0.0;0.0;0.0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1
0;14.833.333.333.333.300;47.5;2.5;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
1;8.916.666.666.666.670;37.375;12.625;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
0;14.666.666.666.666.600;58.5;8.5;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;28.75;68.125;18.125;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;12.166.666.666.666.600;5.025.000.000.000.000;0.2500000000000071;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;18.5;62.125;12.125;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0
1;4.083.333.333.333.320;36.125;13.875;0.0;0.0;0.0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
0;9.0;35.25;14.75;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0
0;14.916.666.666.666.600;31.25;18.75;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;6.833.333.333.333.320;62.375;12.375;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
1;23.5;71.375;21.375;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0
0;27.25;29.875;20.125;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;6.75;34.375;15.625;0.0;0.0;0.0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
0;28.5;43.25;6.75;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0
0;13.5;67.875;17.875;0.0;0.0;1.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;2.041.666.666.666.660;30.5;19.5;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;19.5;57.5;7.5;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1
0;23.75;47.375;2.625;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0
0;6.75;56.0;6.0;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;6.583.333.333.333.320;37.125;12.875;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
0;21.25;60.0;10.0;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
0;2.75;61.375;11.375;0.0;0.0;0.0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;14.166.666.666.666.600;4.099.999.999.999.990;9.000.000.000.000.000;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;22.0;71.75;21.75;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0
0;13.333.333.333.333.300;32.5;17.5;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;13.333.333.333.333.300;42.0;8.0;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
1;4.083.333.333.333.320;42.375;7.625;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;10.416.666.666.666.600;56.125;6.125;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;16.666.666.666.666.700;67.875;17.875;0.0;0.0;0.0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
0;15.833.333.333.333.300;52.125;2.125;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;18.75;28.875;21.125;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;6.083.333.333.333.320;4.974.999.999.999.990;0.2500000000000071;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;6.5;46.75;3.25;1.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;6.166.666.666.666.670;58.875;8.875;1.0;0.0;0.0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
0;18.0;66.375;16.375;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0
0;13.583.333.333.333.300;4.662.499.999.999.990;3.375.000.000.000.000;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;2.341.666.666.666.660;59.0;9.0;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0
0;5.5;4.025.000.000.000.000;9.749.999.999.999.990;1.0;0.0;0.0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
1;23.333.333.333.333.200;49.25;0.75;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;19.25;32.25;17.75;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;5.916.666.666.666.670;28.125;21.875;0.0;0.0;0.0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0
0;8.25;57.0;7.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;1.966.666.666.666.660;26.0;24.0;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;22.5;40.5;9.5;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
0;6.75;25.0;25.0;0.0;0.0;0.0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0
0;8.75;36.25;13.75;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;1.808.333.333.333.330;55.125;5.125;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0
0;2.016.666.666.666.660;69.25;19.25;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;2.333.333.333.333.330;5.037.499.999.999.990;0.3749999999999929;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
0;7.0;35.75;14.25;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;14.25;30.875;19.125;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0
0;3.75;52.125;2.125;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1;16.666.666.666.666.700;51.75;1.75;0.0;1.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1;10.0;70.0;20.0;0.0;0.0;0.0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1
0;8.0;66.0;16.0;0.0;0.0;0.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1
0;1.833.333.333.333.330;37.875;12.125;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;2.883.333.333.333.330;48.25;1.75;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;8.333.333.333.333.320;66.0;16.0;0.0;0.0;0.0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0
0;2.358.333.333.333.330;70.0;20.0;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1
0;4.583.333.333.333.320;4.962.500.000.000.000;0.3749999999999929;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;1.691.666.666.666.660;36.875;13.125;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
1;11.0;54.5;4.5;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;1.816.666.666.666.660;28.875;21.125;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0
0;14.5;51.875;1.875;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
1;12.416.666.666.666.600;64.25;14.25;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0
0;7.166.666.666.666.670;71.125;21.125;0.0;0.0;0.0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1
0;1.983.333.333.333.330;33.875;16.125;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
0;12.833.333.333.333.300;26.25;23.75;0.0;0.0;0.0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1
0;13.916.666.666.666.600;57.375;7.375;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;2.741.666.666.666.660;56.375;6.375;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;7.75;31.875;18.125;0.0;0.0;0.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0
0;8.25;4.224.999.999.999.990;7.750.000.000.000.000;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
1;6.5;48.0;2.0;1.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;8.25;4.462.500.000.000.000;5.374.999.999.999.990;1.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
1;10.083.333.333.333.300;50.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
0;12.75;50.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;13.083.333.333.333.300;66.875;16.875;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0
1;7.833.333.333.333.320;41.875;8.125;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;5.0;4.337.500.000.000.000;6.624.999.999.999.990;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;12.416.666.666.666.600;28.0;22.0;0.0;0.0;0.0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0
0;18.333.333.333.333.200;32.75;17.25;0.0;0.0;0.0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
1;11.666.666.666.666.600;33.625;16.375;0.0;0.0;0.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1
1;18.333.333.333.333.200;59.75;9.75;0.0;0.0;0.0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
1;9.833.333.333.333.320;50.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
0;7.666.666.666.666.670;48.125;1.875;1.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
1;20.833.333.333.333.200;59.875;9.875;0.0;1.0;0.0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;8.416.666.666.666.670;54.875;4.875;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;2.791.666.666.666.660;54.25;4.25;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1
0;18.0;27.625;22.375;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1;5.5;50.625;0.625;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;12.5;32.0;18.0;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;2.441.666.666.666.660;54.875;4.875;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
0;7.083.333.333.333.320;67.5;17.5;0.0;0.0;0.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1
0;6.25;4.212.500.000.000.000;7.874.999.999.999.990;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;9.5;30.75;19.25;0.0;0.0;0.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0
0;1.858.333.333.333.330;62.0;12.0;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;7.666.666.666.666.670;37.0;13.0;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
0;17.25;82.125;32.125;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0
0;13.75;41.125;8.875;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;10.75;39.375;10.625;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
1;10.75;56.5;6.5;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;13.833.333.333.333.300;55.875;5.875;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;7.083.333.333.333.320;46.875;3.125;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;2.141.666.666.666.660;38.875;11.125;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1
0;12.5;22.75;27.25;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;7.583.333.333.333.320;28.875;21.125;0.0;0.0;0.0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0
1;4.75;35.625;14.375;0.0;0.0;0.0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
0;1.891.666.666.666.660;5.099.999.999.999.990;0.9999999999999929;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0
1;8.833.333.333.333.320;55.0;5.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;10.833.333.333.333.300;4.349.999.999.999.990;6.500.000.000.000.000;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;2.0;46.375;3.625;0.0;1.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;25.75;19.625;30.375;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;26.0;54.25;4.25;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;1.916.666.666.666.660;4.087.500.000.000.000;9.124.999.999.999.990;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0
0;8.833.333.333.333.320;60.5;10.5;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;2.066.666.666.666.660;25.499.999.999.999.900;24.500.000.000.000.000;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;2.833.333.333.333.330;55.875;5.875;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1;13.416.666.666.666.600;42.625;7.375;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;2.241.666.666.666.660;4.599.999.999.999.990;4.000.000.000.000.000;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
0;24.5;56.0;6.0;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
0;7.416.666.666.666.670;4.087.500.000.000.000;9.124.999.999.999.990;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;3.0;62.375;12.375;0.0;0.0;0.0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1
0;4.833.333.333.333.320;68.875;18.875;0.0;0.0;0.0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0
1;1.616.666.666.666.660;37.625;12.375;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1
0;12.333.333.333.333.300;61.5;11.5;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0
0;11.25;28.0;22.0;0.0;0.0;0.0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1
0;14.416.666.666.666.600;4.587.500.000.000.000;4.124.999.999.999.990;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;20.25;58.625;8.625;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0
0;5.75;43.625;6.375;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;1.633.333.333.333.330;24.249.999.999.999.900;25.750.000.000.000.000;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1
1;8.916.666.666.666.670;5.087.500.000.000.000;0.8750000000000071;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
1;12.916.666.666.666.600;32.625;17.375;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;10.333.333.333.333.300;49.875;0.125;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;7.75;4.849.999.999.999.990;1.500.000.000.000.000;1.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;6.333.333.333.333.320;64.375;14.375;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;9.083.333.333.333.320;4.962.500.000.000.000;0.3749999999999929;1.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
1;7.583.333.333.333.320;65.75;15.75;0.0;0.0;0.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0
0;9.666.666.666.666.670;47.5;2.5;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
1;9.5;39.875;10.125;0.0;0.0;1.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;9.083.333.333.333.320;53.125;3.125;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;6.0;54.75;4.75;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;2.108.333.333.333.330;43.125;6.875;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
0;7.166.666.666.666.670;56.5;6.5;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;36.666.666.666.666.700;4.162.499.999.999.990;8.375.000.000.000.000;0.0;1.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;2.358.333.333.333.330;68.375;18.375;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0
0;12.25;37.125;12.875;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0
1;5.0;4.599.999.999.999.990;4.000.000.000.000.000;0.0;1.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;5.75;54.25;4.25;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1;36.666.666.666.666.700;51.25;1.25;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;2.316.666.666.666.660;49.875;0.125;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
0;9.666.666.666.666.670;54.625;4.625;1.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;1.616.666.666.666.660;62.375;12.375;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1
0;11.5;35.25;14.75;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;10.916.666.666.666.600;4.099.999.999.999.990;9.000.000.000.000.000;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;1.658.333.333.333.330;35.875;14.125;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;2.108.333.333.333.330;65.875;15.875;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0
1;7.083.333.333.333.320;4.662.499.999.999.990;3.375.000.000.000.000;1.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;11.833.333.333.333.300;62.125;12.125;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
1;21.666.666.666.666.700;46.125;3.875;0.0;1.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;8.333.333.333.333.320;36.625;13.375;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;2.333.333.333.333.330;66.0;16.0;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0
0;1.808.333.333.333.330;39.875;10.125;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0
0;8.833.333.333.333.320;63.5;13.5;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;1.691.666.666.666.660;75.75;25.75;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0
0;14.666.666.666.666.600;47.375;2.625;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;34.166.666.666.666.700;65.625;15.625;0.0;0.0;0.0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
0;2.316.666.666.666.660;60.375;10.375;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0
0;18.5;39.125;10.875;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;4.916.666.666.666.670;4.099.999.999.999.990;9.000.000.000.000.000;0.0;0.0;0.0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
0;10.5;55.875;5.875;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
0;2.066.666.666.666.660;39.625;10.375;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
1;15.666.666.666.666.600;48.875;1.125;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;14.916.666.666.666.600;52.75;2.75;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;7.833.333.333.333.320;4.537.499.999.999.990;4.625.000.000.000.000;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;4.25;54.25;4.25;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;10.5;52.125;2.125;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;2.033.333.333.333.330;60.875;10.875;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
0;4.333.333.333.333.320;42.5;7.5;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1;13.416.666.666.666.600;4.525.000.000.000.000;4.749.999.999.999.990;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;10.583.333.333.333.300;71.375;21.375;0.0;0.0;0.0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1
0;14.083.333.333.333.300;50.0;0.0;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0
0;10.833.333.333.333.300;53.5;3.5;1.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
0;2.241.666.666.666.660;62.75;12.75;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
